Gene	Fam	Cat
Bgt-5061	NonEff	NonEff
Bgt-1085	NonEff	NonEff
Bgt-50282	NonEff	NonEff
Bgt-50284	NonEff	NonEff
Bgt-50283	NonEff	NonEff
Bgt-50281	NonEff	NonEff
Bgt-900	NonEff	NonEff
Bgt-3065	NonEff	NonEff
Bgt-1659	NonEff	NonEff
Bgt-1664-2	NonEff	NonEff
Bgt-1664	NonEff	NonEff
Bgt-4223	NonEff	NonEff
Bgt-4254	NonEff	NonEff
Bgt-4394	NonEff	NonEff
Bgt-50285	NonEff	NonEff
Bgt-1663	NonEff	NonEff
Bgt-20596	NonEff	NonEff
Bgt-1667	NonEff	NonEff
Bgt-50286	NonEff	NonEff
BgtAc-30834	NonEff	NonEff
Bgt-1665	NonEff	NonEff
Bgt-1666	NonEff	NonEff
Bgt-1668	NonEff	NonEff
BgtAc-30833	NonEff	NonEff
Bgt-1684	NonEff	NonEff
Bgt-3279	NonEff	NonEff
Bgt-4170	NonEff	NonEff
Bgt-1656	NonEff	NonEff
BgtA-20218	NonEff	NonEff
Bgt-2859	NonEff	NonEff
Bgt-3156	NonEff	NonEff
BgtA-20217	NonEff	NonEff
Bgt-50287	NonEff	NonEff
Bgt-5200	NonEff	NonEff
Bgt-22	NonEff	NonEff
Bgt-50288	NonEff	NonEff
Bgt-50290	NonEff	NonEff
BgtA-20752	NonEff	NonEff
Bgt-1590	NonEff	NonEff
Bgt-3876	NonEff	NonEff
Bgt-1588	NonEff	NonEff
Bgt-714	NonEff	NonEff
Bgt-311	NonEff	NonEff
BgtAc-30753	NonEff	NonEff
Bgt-50262	NonEff	NonEff
Bgt-20956	NonEff	NonEff
BgtA-20943	NonEff	NonEff
Bgt-2734	NonEff	NonEff
Bgt-4382	NonEff	NonEff
Bgt-2228	NonEff	NonEff
Bgt-2229	NonEff	NonEff
Bgt-1591	NonEff	NonEff
BgtA-20931	NonEff	NonEff
Bgt-50501	NonEff	NonEff
Bgt-1589	NonEff	NonEff
BgtA-20483	NonEff	NonEff
Bgt-598	NonEff	NonEff
Bgt-3879	NonEff	NonEff
Bgt-3879-2	NonEff	NonEff
Bgt-3736	NonEff	NonEff
Bgt-2529	NonEff	NonEff
BgtA-21154	NonEff	NonEff
Bgt-4684	NonEff	NonEff
Bgt-3061	NonEff	NonEff
Bgt-3742	NonEff	NonEff
Bgt-3821	NonEff	NonEff
Bgt-2319	NonEff	NonEff
Bgt-50063	NonEff	NonEff
Bgt-5299-2	NonEff	NonEff
Bgt-4139	NonEff	NonEff
Bgt-50061	NonEff	NonEff
Bgt-50062	NonEff	NonEff
Bgt-50060	NonEff	NonEff
Bgt-4138	NonEff	NonEff
BgtA-20306	NonEff	NonEff
Bgt-21006	NonEff	NonEff
Bgt-3199	NonEff	NonEff
Bgt-20267	NonEff	NonEff
Bgt-1411	NonEff	NonEff
Bgt-50059	NonEff	NonEff
Bgt-50058	NonEff	NonEff
Bgt-5299	NonEff	NonEff
Bgt-1409	NonEff	NonEff
Bgt-3371	NonEff	NonEff
Bgt-3660	NonEff	NonEff
Bgt-4844	NonEff	NonEff
BgtAc-30084	NonEff	NonEff
Bgt-5202	NonEff	NonEff
Bgt-5367	NonEff	NonEff
Bgt-2611	NonEff	NonEff
Bgt-1416	NonEff	NonEff
Bgt-51953	NonEff	NonEff
Bgt-51954	NonEff	NonEff
BgtA-21132	NonEff	NonEff
Bgt-4424	NonEff	NonEff
Bgt-1408	NonEff	NonEff
Bgt-4683	NonEff	NonEff
Bgt-1415	NonEff	NonEff
Bgt-1415-2	NonEff	NonEff
Bgt-2647	NonEff	NonEff
Bgt-2647-2	NonEff	NonEff
Bgt-1245	NonEff	NonEff
Bgt-3778	NonEff	NonEff
Bgt-4136	NonEff	NonEff
BgtA-21488	NonEff	NonEff
Bgt-4661	NonEff	NonEff
Bgt-739	NonEff	NonEff
Bgt-99	NonEff	NonEff
Bgt-4954	NonEff	NonEff
Bgt-4298	NonEff	NonEff
Bgt-2627	NonEff	NonEff
Bgt-2624	NonEff	NonEff
Bgt-4457	NonEff	NonEff
Bgt-4113	NonEff	NonEff
BgtA-21445	NonEff	NonEff
Bgt-20604	NonEff	NonEff
Bgt-20030	NonEff	NonEff
Bgt-5154-2	NonEff	NonEff
Bgt-50445	NonEff	NonEff
Bgt-1413	NonEff	NonEff
Bgt-4156	NonEff	NonEff
Bgt-1406	NonEff	NonEff
Bgt-3374	NonEff	NonEff
Bgt-991	NonEff	NonEff
BgtA-21309	NonEff	NonEff
Bgt-4157	NonEff	NonEff
Bgt-4864	NonEff	NonEff
Bgt-3370	NonEff	NonEff
Bgt-3368	NonEff	NonEff
Bgt-51417	NonEff	NonEff
Bgt-608	NonEff	NonEff
Bgt-3369	NonEff	NonEff
Bgt-3363-2	NonEff	NonEff
BgtA-20386	NonEff	NonEff
Bgt-1404	NonEff	NonEff
BgtA-20385	NonEff	NonEff
BgtA-21575	NonEff	NonEff
Bgt-4665	NonEff	NonEff
Bgt-4656	NonEff	NonEff
BgtA-21469	NonEff	NonEff
BgtA-20211	NonEff	NonEff
Bgt-695	NonEff	NonEff
Bgt-2628	NonEff	NonEff
Bgt-2718	NonEff	NonEff
BgtAcSP-30210	NonEff	NonEff
Bgt-2232-2	NonEff	NonEff
Bgt-2232	NonEff	NonEff
Bgt-130	NonEff	NonEff
Bgt-8	NonEff	NonEff
Bgt-1405-2	NonEff	NonEff
Bgt-1405	NonEff	NonEff
BgtA-20207	NonEff	NonEff
BgtA-20206	NonEff	NonEff
Bgt-4825	NonEff	NonEff
Bgt-4134	NonEff	NonEff
BgtA-20205	NonEff	NonEff
Bgt-51419	NonEff	NonEff
Bgt-51422	NonEff	NonEff
Bgt-20575	NonEff	NonEff
Bgt-51201	NonEff	NonEff
BgtE-10139	NonEff	NonEff
Bgt-5347	NonEff	NonEff
BgtA-20927	NonEff	NonEff
BgtA-20926	NonEff	NonEff
BgtA-20925	NonEff	NonEff
BgtA-20924	NonEff	NonEff
Bgt-20212-3	NonEff	NonEff
BgtE-20126	NonEff	NonEff
BgtA-21396	NonEff	NonEff
BgtA-20957	NonEff	NonEff
Bgt-2070	NonEff	NonEff
Bgt-2083	NonEff	NonEff
Bgt-2986	NonEff	NonEff
Bgt-4295	NonEff	NonEff
Bgt-4492	NonEff	NonEff
BgtA-21102	NonEff	NonEff
Bgt-20228	NonEff	NonEff
Bgt-20286	NonEff	NonEff
Bgt-4963	NonEff	NonEff
Bgt-2254-2	NonEff	NonEff
Bgt-2254	NonEff	NonEff
Bgt-3151	NonEff	NonEff
Bgt-2017	NonEff	NonEff
Bgt-5505	NonEff	NonEff
Bgt-437	NonEff	NonEff
Bgt-3150	NonEff	NonEff
Bgt-2235	NonEff	NonEff
BgtA-20171	NonEff	NonEff
Bgt-50814	NonEff	NonEff
Bgt-467	NonEff	NonEff
Bgt-3162	NonEff	NonEff
Bgt-4302	NonEff	NonEff
Bgt-5212	NonEff	NonEff
Bgt-5211	NonEff	NonEff
Bgt-50815	NonEff	NonEff
Bgt-1626	NonEff	NonEff
BgtAc-30611	NonEff	NonEff
Bgt-1629	NonEff	NonEff
Bgt-1627	NonEff	NonEff
Bgt-1625	NonEff	NonEff
Bgt-50816	NonEff	NonEff
BgtAc-30610	NonEff	NonEff
Bgt-50817	NonEff	NonEff
Bgt-468	NonEff	NonEff
BgtAc-31321	NonEff	NonEff
Bgt-50818	NonEff	NonEff
Bgt-50819	NonEff	NonEff
Bgt-50821	NonEff	NonEff
Bgt-50823	NonEff	NonEff
Bgt-50822	NonEff	NonEff
BgtA-20895	NonEff	NonEff
Bgt-20742-2	NonEff	NonEff
Bgt-50788	NonEff	NonEff
Bgt-50786	NonEff	NonEff
Bgt-50791	NonEff	NonEff
Bgt-50793	NonEff	NonEff
Bgt-50855	NonEff	NonEff
Bgt-50797	NonEff	NonEff
Bgt-50800	NonEff	NonEff
Bgt-50805	NonEff	NonEff
Bgt-50803	NonEff	NonEff
Bgt-50807	NonEff	NonEff
Bgt-50859	NonEff	NonEff
Bgt-51410	NonEff	NonEff
Bgt-50860	NonEff	NonEff
Bgt-51413	NonEff	NonEff
Bgt-51412	NonEff	NonEff
BgtE-5988	NonEff	NonEff
Bgt-4398	NonEff	NonEff
Bgt-342	NonEff	NonEff
BgtA-21112	NonEff	NonEff
Bgt-2793	NonEff	NonEff
Bgt-20074	NonEff	NonEff
Bgt-1630	NonEff	NonEff
Bgt-583	NonEff	NonEff
Bgt-4830	NonEff	NonEff
BgtAc-31323	NonEff	NonEff
Bgt-51408	NonEff	NonEff
Bgt-51398	NonEff	NonEff
Bgt-51405	NonEff	NonEff
Bgt-51404	NonEff	NonEff
Bgt-51402	NonEff	NonEff
Bgt-51401	NonEff	NonEff
Bgt-51400	NonEff	NonEff
Bgt-51399	NonEff	NonEff
Bgt-51403	NonEff	NonEff
Bgt-51396	NonEff	NonEff
Bgt-4868	NonEff	NonEff
Bgt-26	NonEff	NonEff
BgtA-20935	NonEff	NonEff
Bgt-20191	NonEff	NonEff
Bgt-51391	NonEff	NonEff
Bgt-51393	NonEff	NonEff
Bgt-51390	NonEff	NonEff
Bgt-51386	NonEff	NonEff
Bgt-51395	NonEff	NonEff
Bgt-51387	NonEff	NonEff
Bgt-51388	NonEff	NonEff
Bgt-51384	NonEff	NonEff
Bgt-51385	NonEff	NonEff
Bgt-20306	NonEff	NonEff
Bgt-51171	NonEff	NonEff
Bgt-51172	NonEff	NonEff
BgtA-21351	NonEff	NonEff
Bgt-3118	NonEff	NonEff
Bgt-366	NonEff	NonEff
Bgt-2643	NonEff	NonEff
Bgt-2164-2	NonEff	NonEff
BgtA-21087	NonEff	NonEff
BgtA-21397	NonEff	NonEff
Bgt-4361	NonEff	NonEff
Bgt-2427	NonEff	NonEff
Bgt-4100	NonEff	NonEff
Bgt-4096	NonEff	NonEff
Bgt-51177	NonEff	NonEff
BgtA-21501	NonEff	NonEff
Bgt-2429	NonEff	NonEff
Bgt-2914	NonEff	NonEff
Bgt-2053	NonEff	NonEff
Bgt-2208	NonEff	NonEff
Bgt-3242	NonEff	NonEff
Bgt-5351	NonEff	NonEff
Bgt-5036	NonEff	NonEff
Bgt-5097	NonEff	NonEff
Bgt-3351	NonEff	NonEff
Bgt-5220-2	NonEff	NonEff
BgtA-20663	NonEff	NonEff
Bgt-131	NonEff	NonEff
Bgt-20057	NonEff	NonEff
BgtA-21550	NonEff	NonEff
Bgt-340	NonEff	NonEff
Bgt-51179	NonEff	NonEff
Bgt-51180	NonEff	NonEff
Bgt-51178	NonEff	NonEff
Bgt-51181	NonEff	NonEff
Bgt-51182	NonEff	NonEff
Bgt-2426	NonEff	NonEff
Bgt-3734	NonEff	NonEff
BgtA-20123	NonEff	NonEff
Bgt-5007	NonEff	NonEff
Bgt-51184	NonEff	NonEff
Bgt-3566	NonEff	NonEff
Bgt-3878	NonEff	NonEff
Bgt-2423	NonEff	NonEff
Bgt-2424	NonEff	NonEff
Bgt-2422	NonEff	NonEff
Bgt-2010	NonEff	NonEff
BgtA-21296	NonEff	NonEff
Bgt-50933	NonEff	NonEff
Bgt-50934	NonEff	NonEff
Bgt-954	NonEff	NonEff
Bgt-404	NonEff	NonEff
Bgt-2012	NonEff	NonEff
BgtA-20792	NonEff	NonEff
BgtA-20791	NonEff	NonEff
Bgt-5170	NonEff	NonEff
BgtAc-30095	NonEff	NonEff
Bgt-51471	NonEff	NonEff
Bgt-3720	NonEff	NonEff
Bgt-20386-2	NonEff	NonEff
Bgt-1440	NonEff	NonEff
Bgt-4053	NonEff	NonEff
Bgt-2009	NonEff	NonEff
Bgt-4961	NonEff	NonEff
Bgt-2020	NonEff	NonEff
Bgt-3835	NonEff	NonEff
Bgt-3599	NonEff	NonEff
Bgt-793	NonEff	NonEff
Bgt-20113	NonEff	NonEff
Bgt-20179	NonEff	NonEff
Bgt-5092	NonEff	NonEff
Bgt-5005	NonEff	NonEff
Bgt-3221	NonEff	NonEff
Bgt-3223	NonEff	NonEff
Bgt-5238	NonEff	NonEff
Bgt-5471	NonEff	NonEff
Bgt-3762-2	NonEff	NonEff
Bgt-2003	NonEff	NonEff
Bgt-1976	NonEff	NonEff
Bgt-4706	NonEff	NonEff
Bgt-3266-2	NonEff	NonEff
Bgt-3266	NonEff	NonEff
Bgt-20121	NonEff	NonEff
Bgt-4491-2	NonEff	NonEff
Bgt-3454	NonEff	NonEff
Bgt-4985	NonEff	NonEff
Bgt-60023	NonEff	NonEff
Bgt-51468	NonEff	NonEff
Bgt-4986	NonEff	NonEff
Bgt-50	NonEff	NonEff
Bgt-1362	NonEff	NonEff
BgtA-20418	NonEff	NonEff
Bgt-5390	NonEff	NonEff
BgtAc-30417	NonEff	NonEff
Bgt-20185	NonEff	NonEff
BgtAcSP-31344	NonEff	NonEff
Bgt-2497	NonEff	NonEff
Bgt-525	NonEff	NonEff
Bgt-796	NonEff	NonEff
Bgt-4994	NonEff	NonEff
Bgt-20666	NonEff	NonEff
Bgt-2494	NonEff	NonEff
BgtASP-20811	NonEff	NonEff
Bgt-3000	NonEff	NonEff
Bgt-50188	NonEff	NonEff
Bgt-4874	NonEff	NonEff
BgtA-20898	NonEff	NonEff
Bgt-2383	NonEff	NonEff
BgtA-20470	NonEff	NonEff
Bgt-2495	NonEff	NonEff
Bgt-5167	NonEff	NonEff
Bgt-2153	NonEff	NonEff
BgtA-21377	NonEff	NonEff
Bgt-51635	NonEff	NonEff
BgtA-21211	NonEff	NonEff
Bgt-370	NonEff	NonEff
Bgt-4059	NonEff	NonEff
Bgt-929	NonEff	NonEff
Bgt-2058	NonEff	NonEff
Bgt-842	NonEff	NonEff
Bgt-51633	NonEff	NonEff
Bgt-1898	NonEff	NonEff
Bgt-20302	NonEff	NonEff
Bgt-51634	NonEff	NonEff
Bgt-20742-3	NonEff	NonEff
Bgt-657	NonEff	NonEff
Bgt-659	NonEff	NonEff
Bgt-841	NonEff	NonEff
Bgt-783	NonEff	NonEff
Bgt-2071	NonEff	NonEff
Bgt-51632	NonEff	NonEff
Bgt-51629	NonEff	NonEff
BgtA-20994	NonEff	NonEff
BgtA-20995	NonEff	NonEff
Bgt-5040	NonEff	NonEff
Bgt-2612	NonEff	NonEff
Bgt-14	NonEff	NonEff
Bgt-1727	NonEff	NonEff
Bgt-1759-2	NonEff	NonEff
Bgt-1023	NonEff	NonEff
Bgt-4187	NonEff	NonEff
Bgt-41	NonEff	NonEff
Bgt-3088	NonEff	NonEff
Bgt-57	NonEff	NonEff
Bgt-57-2	NonEff	NonEff
Bgt-2900	NonEff	NonEff
Bgt-5337	NonEff	NonEff
Bgt-3283	NonEff	NonEff
Bgt-51627	NonEff	NonEff
Bgt-51626	NonEff	NonEff
Bgt-5385	NonEff	NonEff
Bgt-3785	NonEff	NonEff
Bgt-4697	NonEff	NonEff
Bgt-4881	NonEff	NonEff
Bgt-691	NonEff	NonEff
Bgt-3565	NonEff	NonEff
Bgt-20703	NonEff	NonEff
BgtA-20150	NonEff	NonEff
Bgt-4698	NonEff	NonEff
Bgt-4702	NonEff	NonEff
Bgt-51625	NonEff	NonEff
Bgt-539	NonEff	NonEff
Bgt-5388	NonEff	NonEff
BgtAcSP-30152	NonEff	NonEff
Bgt-4420	NonEff	NonEff
Bgt-2598	NonEff	NonEff
Bgt-20771	NonEff	NonEff
Bgt-4900	NonEff	NonEff
Bgt-3510	NonEff	NonEff
Bgt-2938	NonEff	NonEff
Bgt-3195	NonEff	NonEff
Bgt-4421	NonEff	NonEff
Bgt-51651	NonEff	NonEff
BgtA-21001	NonEff	NonEff
BgtA-21000	NonEff	NonEff
Bgt-3497	NonEff	NonEff
Bgt-3498	NonEff	NonEff
Bgt-20887-4	NonEff	NonEff
Bgt-4075	NonEff	NonEff
Bgt-4284	NonEff	NonEff
Bgt-1228	NonEff	NonEff
Bgt-762	NonEff	NonEff
Bgt-1229	NonEff	NonEff
BgtA-21244	NonEff	NonEff
Bgt-51650	NonEff	NonEff
Bgt-1227	NonEff	NonEff
Bgt-20209	NonEff	NonEff
Bgt-2344	NonEff	NonEff
Bgt-1092	NonEff	NonEff
Bgt-51648	NonEff	NonEff
Bgt-3508	NonEff	NonEff
Bgt-3508-2	NonEff	NonEff
Bgt-20553	NonEff	NonEff
Bgt-20211	NonEff	NonEff
BgtAcSP-31145	NonEff	NonEff
BgtAcSP-30749	NonEff	NonEff
Bgt-1091	NonEff	NonEff
Bgt-1225	NonEff	NonEff
Bgt-1090	NonEff	NonEff
Bgt-1226	NonEff	NonEff
Bgt-1089	NonEff	NonEff
Bgt-3308	NonEff	NonEff
BgtA-21523	NonEff	NonEff
Bgt-20248	NonEff	NonEff
BgtA-21220	NonEff	NonEff
Bgt-499	NonEff	NonEff
Bgt-4050	NonEff	NonEff
Bgt-1020	NonEff	NonEff
Bgt-4052	NonEff	NonEff
Bgt-1839	NonEff	NonEff
Bgt-20833	NonEff	NonEff
BgtA-20330	NonEff	NonEff
Bgt-4049	NonEff	NonEff
Bgt-625	NonEff	NonEff
Bgt-4048	NonEff	NonEff
Bgt-934	NonEff	NonEff
Bgt-5222	NonEff	NonEff
Bgt-1841	NonEff	NonEff
Bgt-4051	NonEff	NonEff
BgtA-20523	NonEff	NonEff
Bgt-1283	NonEff	NonEff
Bgt-50178	NonEff	NonEff
Bgt-50177	NonEff	NonEff
Bgt-1355	NonEff	NonEff
Bgt-5260	NonEff	NonEff
Bgt-4609	NonEff	NonEff
BgtA-21314	NonEff	NonEff
Bgt-1202	NonEff	NonEff
Bgt-60030	NonEff	NonEff
Bgt-2603	NonEff	NonEff
BgtA-20919	NonEff	NonEff
Bgt-2333	NonEff	NonEff
Bgt-2335	NonEff	NonEff
Bgt-4692	NonEff	NonEff
Bgt-504	NonEff	NonEff
Bgt-645	NonEff	NonEff
Bgt-4756	NonEff	NonEff
Bgt-3496	NonEff	NonEff
Bgt-15	NonEff	NonEff
Bgt-2244	NonEff	NonEff
Bgt-4719	NonEff	NonEff
BgtA-20099	NonEff	NonEff
Bgt-1435	NonEff	NonEff
Bgt-2620	NonEff	NonEff
BgtASP-20100	NonEff	NonEff
BgtA-20101	NonEff	NonEff
Bgt-476	NonEff	NonEff
Bgt-1836	NonEff	NonEff
Bgt-5436	NonEff	NonEff
Bgt-4736	NonEff	NonEff
Bgt-50902	NonEff	NonEff
Bgt-50903	NonEff	NonEff
Bgt-20673	NonEff	NonEff
Bgt-931	NonEff	NonEff
BgtAc-30463	NonEff	NonEff
Bgt-1726	NonEff	NonEff
Bgt-4969	NonEff	NonEff
Bgt-722	NonEff	NonEff
Bgt-1438	NonEff	NonEff
Bgt-50901	NonEff	NonEff
Bgt-1439	NonEff	NonEff
Bgt-1834	NonEff	NonEff
Bgt-1814	NonEff	NonEff
BgtAc-30462	NonEff	NonEff
Bgt-1291	NonEff	NonEff
Bgt-3160	NonEff	NonEff
Bgt-5315	NonEff	NonEff
Bgt-50899	NonEff	NonEff
BgtA-21475	NonEff	NonEff
Bgt-50900	NonEff	NonEff
Bgt-1937	NonEff	NonEff
BgtA-21071	NonEff	NonEff
Bgt-20217	NonEff	NonEff
BgtA-20494	NonEff	NonEff
Bgt-122	NonEff	NonEff
Bgt-317	NonEff	NonEff
Bgt-5443	NonEff	NonEff
Bgt-2518	NonEff	NonEff
BgtAc-30495	NonEff	NonEff
Bgt-2517	NonEff	NonEff
Bgt-3822	NonEff	NonEff
Bgt-50458	NonEff	NonEff
Bgt-4479	NonEff	NonEff
Bgt-4480	NonEff	NonEff
Bgt-2520	NonEff	NonEff
BgtAc-31097	NonEff	NonEff
Bgt-50898	NonEff	NonEff
BgtA-20781	NonEff	NonEff
Bgt-5284	NonEff	NonEff
Bgt-2527	NonEff	NonEff
Bgt-2522	NonEff	NonEff
Bgt-4478	NonEff	NonEff
Bgt-2651	NonEff	NonEff
BgtA-21359	NonEff	NonEff
Bgt-905	NonEff	NonEff
Bgt-2664	NonEff	NonEff
Bgt-4428-2	NonEff	NonEff
Bgt-1857	NonEff	NonEff
Bgt-3541	NonEff	NonEff
Bgt-2754	NonEff	NonEff
Bgt-966	NonEff	NonEff
Bgt-2828	NonEff	NonEff
Bgt-50897	NonEff	NonEff
Bgt-461	NonEff	NonEff
Bgt-50896	NonEff	NonEff
BgtA-21022	NonEff	NonEff
Bgt-2523	NonEff	NonEff
BgtA-21473	NonEff	NonEff
Bgt-2584	NonEff	NonEff
Bgt-2515	NonEff	NonEff
Bgt-2976	NonEff	NonEff
Bgt-50891	NonEff	NonEff
Bgt-50893	NonEff	NonEff
Bgt-50889	NonEff	NonEff
Bgt-50892	NonEff	NonEff
Bgt-50894	NonEff	NonEff
Bgt-50885	NonEff	NonEff
BgtAc-31020	NonEff	NonEff
Bgt-462	NonEff	NonEff
Bgt-50882	NonEff	NonEff
Bgt-50884	NonEff	NonEff
Bgt-50883	NonEff	NonEff
Bgt-50877	NonEff	NonEff
Bgt-1424	NonEff	NonEff
BgtAc-30290	NonEff	NonEff
BgtASP-20291	NonEff	NonEff
Bgt-2108	NonEff	NonEff
Bgt-2726	NonEff	NonEff
Bgt-2726-2	NonEff	NonEff
Bgt-2697	NonEff	NonEff
Bgt-2605	NonEff	NonEff
Bgt-3937	NonEff	NonEff
Bgt-5058	NonEff	NonEff
Bgt-5057	NonEff	NonEff
Bgt-1320	NonEff	NonEff
Bgt-1166	NonEff	NonEff
Bgt-60044	NonEff	NonEff
Bgt-1761	NonEff	NonEff
BgtA-21409	NonEff	NonEff
Bgt-1542	NonEff	NonEff
Bgt-1762	NonEff	NonEff
Bgt-20270	NonEff	NonEff
BgtA-21130	NonEff	NonEff
Bgt-1541	NonEff	NonEff
Bgt-2696	NonEff	NonEff
Bgt-713	NonEff	NonEff
BgtA-21131	NonEff	NonEff
Bgt-51317	NonEff	NonEff
Bgt-5360	NonEff	NonEff
Bgt-2285	NonEff	NonEff
Bgt-193	NonEff	NonEff
Bgt-4105	NonEff	NonEff
BgtA-21230	NonEff	NonEff
Bgt-1963	NonEff	NonEff
BgtA-20088	NonEff	NonEff
Bgt-4069	NonEff	NonEff
Bgt-51322	NonEff	NonEff
Bgt-51320	NonEff	NonEff
Bgt-51321	NonEff	NonEff
Bgt-51319	NonEff	NonEff
Bgt-4749	NonEff	NonEff
Bgt-4748	NonEff	NonEff
Bgt-1632	NonEff	NonEff
Bgt-219	NonEff	NonEff
Bgt-3081	NonEff	NonEff
Bgt-415	NonEff	NonEff
Bgt-3353	NonEff	NonEff
Bgt-1322	NonEff	NonEff
Bgt-1328	NonEff	NonEff
Bgt-51323	NonEff	NonEff
Bgt-5213-2	NonEff	NonEff
Bgt-5213	NonEff	NonEff
Bgt-1965-2	NonEff	NonEff
Bgt-1965	NonEff	NonEff
Bgt-3350	NonEff	NonEff
Bgt-3352	NonEff	NonEff
Bgt-20908	NonEff	NonEff
Bgt-3939	NonEff	NonEff
Bgt-1334	NonEff	NonEff
Bgt-51324	NonEff	NonEff
Bgt-878	NonEff	NonEff
Bgt-3940	NonEff	NonEff
Bgt-20231	NonEff	NonEff
BgtA-21115	NonEff	NonEff
Bgt-1335	NonEff	NonEff
Bgt-3737	NonEff	NonEff
BgtA-21306	NonEff	NonEff
Bgt-4272	NonEff	NonEff
Bgt-2575	NonEff	NonEff
Bgt-365	NonEff	NonEff
BgtA-21570	NonEff	NonEff
BgtA-20816	NonEff	NonEff
BgtA-20815	NonEff	NonEff
Bgt-5251	NonEff	NonEff
Bgt-5249-2	NonEff	NonEff
Bgt-5249	NonEff	NonEff
Bgt-240	NonEff	NonEff
Bgt-1259	NonEff	NonEff
Bgt-5179	NonEff	NonEff
Bgt-5224	NonEff	NonEff
Bgt-649	NonEff	NonEff
Bgt-3625	NonEff	NonEff
Bgt-3527	NonEff	NonEff
BgtAc-30193	NonEff	NonEff
Bgt-1323	NonEff	NonEff
Bgt-3973-2	NonEff	NonEff
Bgt-3973	NonEff	NonEff
Bgt-4181	NonEff	NonEff
Bgt-4290	NonEff	NonEff
Bgt-50561	NonEff	NonEff
Bgt-50562	NonEff	NonEff
Bgt-50563	NonEff	NonEff
BgtA-20192	NonEff	NonEff
BgtA-20191	NonEff	NonEff
Bgt-4247	NonEff	NonEff
Bgt-5281	NonEff	NonEff
Bgt-3127	NonEff	NonEff
Bgt-20619	NonEff	NonEff
BgtA-20754	NonEff	NonEff
Bgt-547	NonEff	NonEff
Bgt-4178	NonEff	NonEff
Bgt-696	NonEff	NonEff
Bgt-3231	NonEff	NonEff
Bgt-5320	NonEff	NonEff
BgtA-20236	NonEff	NonEff
Bgt-2767	NonEff	NonEff
Bgt-5300	NonEff	NonEff
Bgt-3235	NonEff	NonEff
Bgt-4739	NonEff	NonEff
BgtAc-30235	NonEff	NonEff
Bgt-4216	NonEff	NonEff
Bgt-4175-2	NonEff	NonEff
Bgt-51309	NonEff	NonEff
Bgt-20547	NonEff	NonEff
Bgt-4737	NonEff	NonEff
BgtA-20234	NonEff	NonEff
Bgt-4168	NonEff	NonEff
Bgt-4314	NonEff	NonEff
Bgt-4166	NonEff	NonEff
Bgt-242	NonEff	NonEff
Bgt-4165	NonEff	NonEff
BgtA-21425	NonEff	NonEff
Bgt-4163	NonEff	NonEff
Bgt-5316	NonEff	NonEff
Bgt-4164	NonEff	NonEff
Bgt-3138	NonEff	NonEff
Bgt-1243	NonEff	NonEff
Bgt-51310	NonEff	NonEff
Bgt-1645	NonEff	NonEff
Bgt-51311	NonEff	NonEff
Bgt-51312	NonEff	NonEff
Bgt-1647	NonEff	NonEff
Bgt-1643	NonEff	NonEff
Bgt-1649	NonEff	NonEff
Bgt-5027	NonEff	NonEff
Bgt-1652	NonEff	NonEff
Bgt-1653	NonEff	NonEff
Bgt-20563	NonEff	NonEff
Bgt-1650	NonEff	NonEff
BgtAc-30030	NonEff	NonEff
Bgt-5270	NonEff	NonEff
Bgt-2405	NonEff	NonEff
Bgt-2406	NonEff	NonEff
Bgt-5025	NonEff	NonEff
Bgt-4130	NonEff	NonEff
Bgt-2404	NonEff	NonEff
Bgt-5010	NonEff	NonEff
Bgt-2403	NonEff	NonEff
Bgt-1654	NonEff	NonEff
Bgt-21	NonEff	NonEff
Bgt-701	NonEff	NonEff
BgtA-20028	NonEff	NonEff
Bgt-20491	NonEff	NonEff
Bgt-51313	NonEff	NonEff
Bgt-3015	NonEff	NonEff
BgtA-20025	NonEff	NonEff
Bgt-1567	NonEff	NonEff
Bgt-1566	NonEff	NonEff
Bgt-1568	NonEff	NonEff
Bgt-5321	NonEff	NonEff
Bgt-5321-2	NonEff	NonEff
Bgt-876	NonEff	NonEff
Bgt-312	NonEff	NonEff
Bgt-5124	NonEff	NonEff
Bgt-3463	NonEff	NonEff
Bgt-1904	NonEff	NonEff
Bgt-1890	NonEff	NonEff
Bgt-571	NonEff	NonEff
BgtAc-30165	NonEff	NonEff
Bgt-2567	NonEff	NonEff
Bgt-513	NonEff	NonEff
Bgt-1888	NonEff	NonEff
Bgt-5120	NonEff	NonEff
BgtA-20167	NonEff	NonEff
Bgt-1914	NonEff	NonEff
BgtAc-30168	NonEff	NonEff
BgtAc-30170	NonEff	NonEff
Bgt-50499	NonEff	NonEff
Bgt-584	NonEff	NonEff
Bgt-1893	NonEff	NonEff
Bgt-77	NonEff	NonEff
Bgt-5123	NonEff	NonEff
Bgt-2487	NonEff	NonEff
Bgt-2489	NonEff	NonEff
Bgt-377	NonEff	NonEff
Bgt-208	NonEff	NonEff
Bgt-1962	NonEff	NonEff
Bgt-272-3	NonEff	NonEff
Bgt-272	NonEff	NonEff
Bgt-1917	NonEff	NonEff
Bgt-1956	NonEff	NonEff
Bgt-3424	NonEff	NonEff
Bgt-1018	NonEff	NonEff
Bgt-4063	NonEff	NonEff
Bgt-51766	NonEff	NonEff
